area_type_Super built-up  Area,area_type_Plot  Area,area_type_Built-up  Area,area_type_Carpet  Area,availability,location_0,location_1,location_2,location_3,location_4,location_5,location_6,location_7,location_8,location_9,location_10,location_11,size,total_sqft,bath,balcony,price
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1475.0,3.0,2.0,75.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1618.0,3.0,3.0,82.5
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1120.0,2.0,0.0,65.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2181.0,3.0,2.0,152.0
0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,1,1,0,4,1200.0,4.0,0.0,90.0
0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,600.0,4.0,3.0,65.0
1.0,0.0,0.0,0.0,10,0,0,0,0,1,1,0,1,0,0,1,0,3,1556.0,2.0,1.0,59.13
1.0,0.0,0.0,0.0,2,0,0,0,0,1,1,0,1,0,0,1,0,2,1179.0,2.0,1.0,66.02
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1296.0,2.0,2.0,83.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1275.0,2.0,2.0,52.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,1875.0,2.0,2.0,300.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,1,3,1400.0,2.0,2.0,77.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1222.0,2.0,1.0,63.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,940.0,2.0,1.0,41.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1185.0,2.0,2.0,42.6
1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,1,1,1,3,1779.0,3.0,2.0,112.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,1615.0,3.0,2.0,59.76
1.0,0.0,0.0,0.0,12,0,0,0,0,1,0,1,1,0,1,0,1,4,4624.5,2.0,2.0,453.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1056.0,2.0,1.0,61.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1100.0,2.0,0.0,46.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,920.0,2.0,1.0,40.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,1,0,1,3,1602.0,2.0,0.0,75.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1176.0,2.0,0.0,62.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,1,0,4,675.0,3.0,1.0,59.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,0,3,1352.0,3.0,0.0,135.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1717.0,3.0,3.0,99.0
0.0,1.0,0.0,0.0,4,0,0,0,1,0,1,1,0,0,0,1,1,4,10961.0,4.0,1.0,80.0
1.0,0.0,0.0,0.0,7,0,0,0,0,0,0,1,0,1,0,1,0,4,2119.0,4.0,3.0,111.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,1,1,1,1,2,1246.0,2.0,1.0,67.3
1.0,0.0,0.0,0.0,7,0,0,0,0,0,1,0,1,1,1,1,1,2,1141.0,2.0,1.0,42.79
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1157.0,2.0,1.0,84.0
1.0,0.0,0.0,0.0,8,0,0,0,0,0,1,0,0,1,0,0,1,2,1025.0,2.0,2.0,27.68
0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,650.0,1.0,2.0,33.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1349.0,2.0,1.0,98.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1566.0,3.0,1.0,83.3
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,4,2830.0,3.0,3.0,195.0
0.0,0.0,1.0,0.0,12,0,0,0,0,0,0,0,1,1,0,0,1,3,1320.0,2.0,1.0,38.13
1.0,0.0,0.0,0.0,11,0,0,0,1,0,1,1,0,0,1,1,0,3,1780.0,3.0,1.0,84.83
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1091.0,2.0,1.0,34.9
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,1,1,1,4,3670.0,4.0,3.0,300.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,918.0,2.0,1.0,50.49
1.0,0.0,0.0,0.0,12,0,0,0,0,0,1,0,0,1,0,0,0,4,1950.0,4.0,0.0,130.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,1695.0,3.0,1.0,90.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1705.0,3.0,2.0,95.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1375.0,3.0,2.0,75.0
1.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,1,1,1,1,0,1,525.0,1.0,1.0,30.0
0.0,0.0,1.0,0.0,12,0,0,0,0,0,0,0,0,0,1,1,0,2,1447.0,2.0,1.0,83.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1114.0,2.0,1.0,39.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1450.0,2.0,1.0,100.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,460.0,1.0,0.0,15.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1022.0,2.0,2.0,40.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1000.0,2.0,2.0,45.0
1.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,1,1,0,0,1,2,1128.0,2.0,1.0,68.75
1.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,1,1,1,1,0,2,1180.0,2.0,2.0,57.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,1,1,0,1,6,1000.0,6.0,1.0,69.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,1200.0,2.0,1.0,150.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1,0,0,1,3,3761.0,3.0,2.0,660.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1339.0,2.0,3.0,75.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1,0,1,0,3,1400.0,2.0,3.0,55.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1040.0,2.0,1.0,39.52
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1198.0,2.0,2.0,58.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1,0,1,1,4,1200.0,3.0,2.0,95.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1691.0,3.0,2.0,113.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1075.0,3.0,2.0,36.0
1.0,0.0,0.0,0.0,6,0,0,0,0,1,0,0,0,0,0,1,0,3,1630.0,3.0,2.0,194.0
1.0,0.0,0.0,0.0,6,0,0,0,0,0,1,0,1,1,1,0,0,3,1240.0,3.0,2.0,43.5
1.0,0.0,0.0,0.0,12,0,0,0,0,1,1,0,1,0,0,1,0,2,1122.5,2.0,0.0,58.935
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1,0,0,1,1,3,1665.0,3.0,2.0,86.58
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2489.0,3.0,2.0,94.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,1,0,1,0,1,0,2,1142.0,2.0,2.0,70.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1,1,0,0,3,1976.0,3.0,1.0,184.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1,1,0,1,4,5500.0,4.0,2.0,600.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1853.0,3.0,2.0,82.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,0,8,600.0,4.0,1.0,72.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1567.0,2.0,2.0,92.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1090.0,2.0,1.0,27.24
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1200.0,4.0,2.0,125.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1,1,1,0,4,2400.0,4.0,1.0,640.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1175.0,2.0,2.0,51.47
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,1200.0,2.0,2.0,52.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,995.0,2.0,1.0,41.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,884.0,2.0,1.0,41.1
0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1,1,1,1,5,900.0,3.0,2.0,80.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1170.0,2.0,2.0,57.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1225.0,2.0,1.0,46.55
1.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,1,1,0,0,1,2,1342.0,2.0,1.0,73.3
0.0,0.0,1.0,0.0,12,0,0,0,0,0,0,0,0,0,0,1,1,2,1345.0,2.0,1.0,67.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,0,1,0,1,0,1,3,1320.0,3.0,0.0,65.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,9900.0,2.0,2.0,45.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1140.0,2.0,1.0,49.39
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1300.0,2.0,1.0,50.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,0,3,1652.0,3.0,2.0,85.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2072.0,4.0,2.0,142.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,1740.0,2.0,2.0,95.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1360.0,2.0,1.0,71.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1145.0,2.0,2.0,60.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1540.0,2.0,0.0,40.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1278.0,2.0,2.0,95.0
1.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,630.0,1.0,1.0,40.0
1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,0,3,1100.0,3.0,2.0,58.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,0,1,3,1200.0,3.0,0.0,95.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1,0,7,2500.0,6.0,2.0,115.0
1.0,0.0,0.0,0.0,6,0,0,0,0,0,1,0,0,1,0,0,1,1,582.5,1.0,0.0,15.135
1.0,0.0,0.0,0.0,9,0,0,0,0,0,1,0,0,1,0,0,1,2,1015.0,2.0,2.0,25.88
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,3300.0,5.0,2.0,240.0
0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,5,4500.0,5.0,1.0,415.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1356.0,2.0,3.0,66.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1,1,2,823.0,2.0,1.0,28.0
0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,1,0,1,3,1200.0,2.0,0.0,66.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1050.0,2.0,0.0,37.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,0,0,2,1180.0,2.0,1.0,69.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1116.0,2.0,3.0,51.91
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1070.0,2.0,1.0,42.79
1.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1,1,0,0,0,0,2,1385.0,2.0,3.0,80.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1000.0,1.0,1.0,70.0
0.0,0.0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,1,1,0,3,1897.0,3.0,2.0,130.0
1.0,0.0,0.0,0.0,8,0,0,0,0,1,0,0,0,0,1,1,1,2,1005.0,2.0,1.0,55.78
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,0,1,3,1575.0,3.0,2.0,125.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,975.0,2.0,1.0,65.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1904.0,3.0,2.0,120.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,930.0,1.0,1.0,30.0
1.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,1,1,1,1,0,1,525.0,1.0,1.0,26.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,686.0,1.0,1.0,17.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2400.0,3.0,1.0,150.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,2,1410.0,1.0,0.0,233.0
0.0,0.0,1.0,0.0,4,0,0,0,0,0,0,1,0,0,0,1,1,3,2238.0,3.0,1.0,140.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1174.0,2.0,1.0,69.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,1,1,0,1,1,1,4,3800.0,4.0,3.0,239.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2225.0,2.0,1.0,125.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,1250.0,2.0,0.0,200.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,918.0,2.0,2.0,52.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,1250.0,2.0,3.0,52.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1800.0,3.0,2.0,110.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1170.0,2.0,3.0,53.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1300.0,1.0,0.0,200.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,793.0,2.0,1.0,45.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,1710.0,3.0,2.0,107.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,1082.0,2.0,1.0,57.5
1.0,0.0,0.0,0.0,3,0,0,0,1,0,1,1,1,1,0,0,1,2,1001.0,2.0,2.0,33.03
0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,1,1,1,0,1,4,1500.0,4.0,2.0,180.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1590.0,2.0,1.0,54.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,1,1,0,3,2400.0,2.0,0.0,80.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,3,1554.0,3.0,2.0,55.0
1.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,1,0,1,0,1,2,1142.5,2.0,0.0,43.415
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,4239.0,5.0,2.0,423.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,884.0,1.0,0.0,58.0
1.0,0.0,0.0,0.0,3,0,0,0,0,0,1,1,0,1,0,1,0,2,1045.0,2.0,1.0,98.89
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1019.0,2.0,2.0,49.86
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,1,3,1935.0,4.0,2.0,130.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1135.0,2.0,2.0,39.73
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,1680.0,3.0,2.0,150.0
1.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,1,1,1,0,0,4,2470.0,5.0,2.0,247.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,1,4,2825.0,4.0,3.0,250.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,1,1,3,2480.0,3.0,1.0,330.0
0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,1,0,0,9,1260.0,11.0,2.0,290.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,1800.0,4.0,3.0,187.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1799.0,3.0,3.0,90.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4348.5,2.0,2.0,304.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,400.0,1.0,1.0,11.0
0.0,0.0,1.0,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1047.0,2.0,1.0,82.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,0,2,1282.0,2.0,2.0,87.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,2,1020.0,2.0,1.0,45.9
0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,1080.0,3.0,1.0,155.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1495.0,2.0,1.0,79.5
0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3260.0,4.0,1.0,240.0
1.0,0.0,0.0,0.0,10,0,0,0,1,0,1,1,1,1,1,1,0,3,1611.0,2.0,2.0,64.44
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,3500.0,5.0,2.0,425.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,3,1500.0,2.0,2.0,95.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,3,1500.0,2.0,2.0,95.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,3206.0,5.0,2.0,270.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1540.0,3.0,0.0,50.0
1.0,0.0,0.0,0.0,5,0,0,0,0,0,1,1,0,1,0,1,0,3,1639.0,3.0,1.0,80.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,700.0,4.0,2.0,72.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1303.0,2.0,2.0,55.79
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1005.0,1.0,1.0,110.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,657.5,1.0,0.0,18.41
1.0,0.0,0.0,0.0,10,0,0,0,0,0,1,0,0,1,0,0,1,3,1305.0,3.0,1.0,33.28
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,600.0,4.0,0.0,95.0
1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1300.0,1.0,1.0,115.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,1,0,1,0,3,1440.0,2.0,3.0,68.0
1.0,0.0,0.0,0.0,12,0,0,0,1,1,0,0,0,0,0,0,1,2,901.0,2.0,1.0,35.14
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1725.0,3.0,3.0,200.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,900.0,2.0,1.0,42.0
1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,1060.0,2.0,1.0,55.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,2,1020.0,2.0,1.0,48.45
1.0,0.0,0.0,0.0,12,0,0,0,0,0,0,1,1,0,0,0,0,3,1535.0,3.0,2.0,65.99
0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,530.0,1.0,1.0,20.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1464.0,3.0,2.0,56.0
1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1350.0,2.0,3.0,80.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1115.0,2.0,2.0,50.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1175.0,2.0,2.0,47.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1113.0,2.0,1.0,62.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1200.0,4.0,2.0,225.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,1640.0,4.0,3.0,240.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,650.0,2.0,0.0,42.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1325.0,2.0,2.0,71.55
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,950.0,2.0,3.0,31.0
1.0,0.0,0.0,0.0,4,0,0,0,0,1,0,1,0,1,1,0,0,3,1396.0,2.0,1.0,86.51
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,1050.0,2.0,2.0,52.07
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1825.0,3.0,2.0,100.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1190.0,2.0,1.0,49.98
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1220.0,2.0,1.0,56.5
1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,1565.0,2.0,2.0,75.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1891.0,3.0,1.0,109.0
0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,900.0,2.0,0.0,27.0
1.0,0.0,0.0,0.0,7,0,0,0,0,0,1,1,0,1,0,1,0,2,1161.0,2.0,1.0,55.15
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,649.5,1.0,0.0,17.535
0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,1,1,8,2400.0,6.0,3.0,125.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,315.0,4.0,2.0,90.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,665.0,1.0,1.0,36.85
1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1175.0,2.0,1.0,73.5
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,1425.0,2.0,2.0,80.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1200.0,1.0,0.0,20.0
0.0,1.0,0.0,0.0,8,0,0,0,1,1,0,0,0,1,0,0,0,3,1200.0,3.0,1.0,56.12
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1255.0,2.0,2.0,67.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,2112.95,4.0,2.0,145.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,600.0,1.0,1.0,22.0
1.0,0.0,0.0,0.0,7,0,0,0,0,0,0,1,1,0,1,1,0,3,1810.0,3.0,2.0,100.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,1,0,0,1,2,1200.0,2.0,2.0,93.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1033.0,2.0,2.0,49.0
1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,1548.0,3.0,2.0,89.5
1.0,0.0,0.0,0.0,5,0,0,0,1,0,1,1,1,1,0,1,0,3,1611.0,3.0,3.0,66.0
0.0,0.0,1.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,1,3,1400.0,2.0,1.0,40.43
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,1,1,0,3,1485.0,2.0,2.0,67.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,2400.0,2.0,1.0,82.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1025.0,2.0,1.0,44.5
0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,1,4,600.0,3.0,2.0,65.0
1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,1225.0,2.0,2.0,53.0
